player_api_id,player_name,birthday,height,weight
33866,David Lopez,1982-09-10 00:00:00,180.34,165
193870,David Mateos,1987-04-22 00:00:00,190.5,181
38138,David Prieto,1983-01-02 00:00:00,185.42,174
2977,David Rivas Rodriguez,1978-12-02 00:00:00,190.5,187
358339,David Simon,1989-12-31 00:00:00,175.26,150
309537,Deivid,1989-01-27 00:00:00,187.96,161
684723,Diego Gonzalez,1995-01-28 00:00:00,182.88,190
167069,Diego Seoane Perez,1988-04-26 00:00:00,180.34,170
18384,Diego Valeri,1986-05-01 00:00:00,177.8,165
74757,Edu Albacar,1979-11-16 00:00:00,177.8,157
425595,Eduard Campabadal,1993-01-26 00:00:00,177.8,170
32995,Enrique de Lucas,1978-08-17 00:00:00,175.26,157
411616,Erik Moran,1991-05-25 00:00:00,187.96,165
18814,Fernando Gago,1986-04-10 00:00:00,177.8,154
30852,Fernando Meira,1978-06-05 00:00:00,190.5,187
34231,Fernando Morientes,1976-04-05 00:00:00,185.42,174
518664,Fran Serrano,1995-04-20 00:00:00,187.96,185
199839,Francisco Velez,1991-06-23 00:00:00,180.34,165
33989,Frederic Kanoute,1977-09-02 00:00:00,193.04,181
33635,Gabi,1983-07-10 00:00:00,180.34,163
150832,Gaizka Toquero,1984-08-09 00:00:00,182.88,172
19403,Galatto,1983-04-10 00:00:00,193.04,201
31921,Gareth Bale,1989-07-16 00:00:00,182.88,163
302912,Garry Mendes Rodrigues,1990-11-27 00:00:00,172.72,154
251925,Gerard Deulofeu,1994-03-13 00:00:00,177.8,161
41157,Giovani dos Santos,1989-05-11 00:00:00,175.26,163
22928,Glenn Loovens,1983-10-22 00:00:00,190.5,183
38458,Gonzalo Rodriguez,1984-04-10 00:00:00,182.88,174
39989,Gregory Coupet,1972-12-31 00:00:00,180.34,176
40139,Guilherme Siqueira,1986-04-28 00:00:00,182.88,168
40004,Hassan Yebda,1984-05-14 00:00:00,187.96,183
38241,Helder Barbosa,1987-05-25 00:00:00,172.72,148
184114,Heldon,1988-11-14 00:00:00,175.26,150
18501,Hernan Pellerano,1984-06-04 00:00:00,180.34,163
75194,Ivan Alonso,1979-04-10 00:00:00,180.34,172
150754,Jaime,1990-07-31 00:00:00,175.26,161
75216,Javier Del Pino,1980-07-10 00:00:00,177.8,146
573793,Javier Eraso,1990-03-22 00:00:00,180.34,157
299984,Javier Manquillo,1994-05-05 00:00:00,180.34,159
574662,Joan Jordan,1994-07-06 00:00:00,182.88,163
37441,Joan Verdu,1983-05-05 00:00:00,177.8,157
360918,Johny,1994-03-03 00:00:00,175.26,154
189101,Jonathan dos Santos,1990-04-04 00:00:00,172.72,150
33729,Jonathan Sesma,1978-11-14 00:00:00,175.26,143
37787,Joris Mathijsen,1980-04-05 00:00:00,182.88,159
162497,Jose Angel,1989-09-05 00:00:00,182.88,170
2768,Jose Dorado,1982-07-10 00:00:00,180.34,154
474589,Jose Gimenez,1995-01-20 00:00:00,185.42,176
359190,Jose Rodriguez,1994-12-16 00:00:00,180.34,150
38551,Joseba Llorente,1979-11-24 00:00:00,185.42,159
298940,Josip Radosevic,1994-04-03 00:00:00,180.34,163
38484,Juan Carlos,1987-07-27 00:00:00,182.88,168
39719,Juan Vargas,1983-10-05 00:00:00,180.34,170
38889,Juanma,1981-05-29 00:00:00,175.26,159
167623,Kiko,1988-08-21 00:00:00,187.96,174
36784,Klaas Jan Huntelaar,1983-08-12 00:00:00,185.42,183
184533,Koke,1992-01-08 00:00:00,177.8,163
359193,Lucas Vazquez,1991-07-01 00:00:00,172.72,152
183365,Luis Farina,1991-04-20 00:00:00,177.8,159
24852,Luis Garcia,1981-02-06 00:00:00,177.8,152
33022,Luis Prieto,1979-02-19 00:00:00,180.34,165
31097,Luka Modric,1985-09-09 00:00:00,175.26,143
629579,Mamadou Sylla,1994-03-20 00:00:00,182.88,176
37474,Manu del Moral,1984-02-25 00:00:00,185.42,170
213490,Manu Molina,1991-11-20 00:00:00,177.8,159
33756,Manuel Pablo,1976-01-25 00:00:00,175.26,176
268282,Manuel Trigueros,1991-10-17 00:00:00,177.8,154
41166,Marc Valiente,1987-03-29 00:00:00,182.88,157
157869,Marco Natanel Torsiglieri,1988-01-12 00:00:00,190.5,190
18520,Marcos Angeleri,1983-04-07 00:00:00,182.88,168
34103,Mariano Pernia,1977-05-04 00:00:00,177.8,179
102619,Mario Bermejo,1978-10-07 00:00:00,177.8,154
102622,Markel Bergara,1986-05-05 00:00:00,180.34,172
71353,Marko Marin,1989-03-13 00:00:00,170.18,141
68260,Marti Crespi,1987-06-15 00:00:00,180.34,157
30459,Martin Demichelis,1980-12-20 00:00:00,182.88,172
30744,Masoud Shojaei,1984-06-09 00:00:00,182.88,161
40001,Michael Ciani,1984-04-06 00:00:00,193.04,194
166111,Michel Herrero,1988-07-29 00:00:00,180.34,152
38886,Miguel Angel de las Cuevas,1986-06-19 00:00:00,175.26,152
690308,Miguel Munoz,1995-01-26 00:00:00,177.8,159
19327,Miranda,1984-09-07 00:00:00,185.42,168
39331,Modibo Diakite,1987-03-02 00:00:00,193.04,194
301809,Nabil Ghilas,1990-04-20 00:00:00,182.88,187
156556,Nelson Oliveira,1991-08-08 00:00:00,185.42,181
198217,Ognjen Vranjes,1989-10-24 00:00:00,182.88,163
26145,Olivier Thomert,1980-05-28 00:00:00,182.88,165
359191,Omar Mascarell,1993-02-02 00:00:00,180.34,165
21414,Oscar Trejo,1988-04-26 00:00:00,180.34,174
37447,Pablo Alvarez,1980-05-14 00:00:00,175.26,157
541558,Pablo Perez,1993-08-02 00:00:00,187.96,165
37654,Paco Montanes,1986-10-08 00:00:00,172.72,154
38824,Pascal Cygan,1974-04-29 00:00:00,193.04,187
36130,Patrick Ebert,1987-03-17 00:00:00,175.26,159
179404,Patrick Ekeng Ekeng,1990-03-26 00:00:00,180.34,154
25924,Paulo Assuncao,1980-01-25 00:00:00,172.72,154
150328,Piscu,1987-02-25 00:00:00,182.88,192
186748,Pizzi,1989-10-06 00:00:00,172.72,146
23779,Quincy Owusu-Abeyie,1986-04-15 00:00:00,180.34,165
22543,Radamel Falcao,1986-02-10 00:00:00,177.8,159
163830,Ramon Arcas,1991-01-25 00:00:00,177.8,157
30911,Ricardo Carvalho,1978-05-18 00:00:00,182.88,174
38751,Ricardo Oliveira,1980-05-06 00:00:00,182.88,183
39474,Robert Acquafresca,1987-09-11 00:00:00,182.88,170
34005,Roberto Fabian Ayala,1973-04-14 00:00:00,177.8,165
196188,Rodri,1990-06-06 00:00:00,175.26,163
292262,Roque Mesa,1989-06-07 00:00:00,167.64,141
282678,Ruben Pardo,1992-10-22 00:00:00,182.88,150
2805,Ruben Perez,1989-04-26 00:00:00,177.8,159
33639,Samuel Eto'o,1981-03-10 00:00:00,177.8,165
128870,Sandro Laurindo da Silva,1984-04-29 00:00:00,185.42,168
37436,Santi Cazorla,1984-12-13 00:00:00,167.64,146
309334,Saul Niguez,1994-11-21 00:00:00,180.34,154
37412,Sergio Aguero,1988-06-02 00:00:00,172.72,163
246201,Sergio Alvarez,1986-08-03 00:00:00,177.8,165
121872,Sidnei,1989-06-23 00:00:00,185.42,181
30663,Simao,1979-10-31 00:00:00,170.18,141
31318,Stefan Babovic,1987-01-07 00:00:00,180.34,170
196203,Stefan Mitrovic,1990-05-22 00:00:00,187.96,185
183548,Stefan Scepovic,1990-01-10 00:00:00,187.96,172
24137,Steve Finnan,1976-04-24 00:00:00,182.88,179
484906,Tana,1990-09-20 00:00:00,167.64,152
26005,Thomas Vermaelen,1985-11-14 00:00:00,182.88,176
434325,Thomas,1993-06-13 00:00:00,185.42,161
45204,Tommer Hemed,1987-05-02 00:00:00,185.42,176
74213,Toni Moral,1981-08-29 00:00:00,177.8,159
280890,Toni,1990-04-04 00:00:00,177.8,168
28284,Vadim Demidov,1986-10-10 00:00:00,185.42,176
32762,Vicente,1981-07-16 00:00:00,177.8,159
150872,Wakaso Mubarak,1990-07-25 00:00:00,170.18,159
41707,Weligton,1979-08-26 00:00:00,185.42,157
157859,Yohan Mollo,1989-07-18 00:00:00,175.26,174
35724,Zlatan Ibrahimovic,1981-10-03 00:00:00,195.58,209
167027,Abdelaziz Barrada,1989-06-19 00:00:00,177.8,161
29904,Abel Gomez,1982-02-20 00:00:00,182.88,165
165706,Abraham Gonzalez,1985-07-16 00:00:00,177.8,176
495841,Adalberto Penaranda,1997-05-31 00:00:00,182.88,172
73078,Adam Pinter,1988-06-12 00:00:00,190.5,185
171737,Adrien Goni,1988-08-25 00:00:00,172.72,146
34268,Alain Nef,1982-02-06 00:00:00,190.5,194
151079,Alejandro Bergantinos,1985-06-07 00:00:00,177.8,161
303484,Alejandro Galvez,1989-06-06 00:00:00,190.5,174
264293,Alex Martinez,1990-08-12 00:00:00,175.26,141
408994,Alex Portillo,1992-11-06 00:00:00,180.34,159
129918,Alfred Finnbogason,1989-02-01 00:00:00,185.42,172
213649,Alfredo Ortuno,1991-01-21 00:00:00,182.88,185
256727,Alhassane Bangoura,1992-03-30 00:00:00,175.26,159
210164,Alphonse Areola,1993-02-27 00:00:00,190.5,201
46211,Alvaro Anton,1983-12-28 00:00:00,177.8,154
114044,Alvaro Dominguez,1989-05-15 00:00:00,187.96,183
449492,Ander Capa,1992-05-14 00:00:00,172.72,154
74744,Andreu Mayoral,1983-06-17 00:00:00,177.8,148
105925,Angel Montoro,1988-06-25 00:00:00,180.34,163
184138,Antoine Griezmann,1991-03-21 00:00:00,175.26,148
30922,Arouna Kone,1983-11-11 00:00:00,182.88,179
34575,Asier del Horno,1981-01-19 00:00:00,182.88,154
192770,Aymen Abdennour,1989-08-06 00:00:00,187.96,185
33893,Ayoze Diaz Diaz,1982-05-25 00:00:00,175.26,154
75354,Ayoze Garcia Perez,1985-11-22 00:00:00,172.72,159
175305,Borja Garcia,1990-11-02 00:00:00,175.26,159
213823,Borja Gomez,1988-05-14 00:00:00,182.88,179
19372,Bruno China,1982-08-05 00:00:00,182.88,163
268273,Bruno Gonzalez,1990-05-24 00:00:00,185.42,190
213694,Carles Planas,1991-03-04 00:00:00,172.72,168
282471,Carlos Clerc,1992-02-21 00:00:00,180.34,159
30752,Carlos Marchena,1979-07-31 00:00:00,182.88,172
38136,Carlos Reina Aranda,1980-07-27 00:00:00,185.42,181
208494,Casemiro,1992-02-23 00:00:00,182.88,176
37440,Cesar Arzo,1986-01-21 00:00:00,182.88,176
38581,Corona,1981-02-12 00:00:00,175.26,152
282692,Cristian Portu,1992-05-21 00:00:00,177.8,154
26310,Cristian Rodriguez,1985-09-30 00:00:00,177.8,165
96615,Dady,1981-08-13 00:00:00,190.5,185
40957,Daniel Candeias,1988-02-25 00:00:00,177.8,172
33778,Daniel Guiza,1980-08-17 00:00:00,180.34,176
38468,David Fuster Torrijos,1982-02-03 00:00:00,177.8,157
30728,David Trezeguet,1977-10-15 00:00:00,190.5,176
42168,Diego Lugano,1980-11-02 00:00:00,187.96,185
201111,Diego Reyes,1992-09-19 00:00:00,187.96,163
37416,Diego Rivas,1980-04-27 00:00:00,180.34,176
242783,Diogo Figueiras,1991-07-01 00:00:00,167.64,141
37450,Duda,1980-06-27 00:00:00,175.26,157
369859,Eddy Israfilov,1992-08-02 00:00:00,190.5,176
150647,Edu Bedia,1989-03-23 00:00:00,182.88,163
30448,Edu,1978-05-15 00:00:00,187.96,176
47547,Emiliano Insua,1989-01-07 00:00:00,180.34,174
38536,Enaut Zubikarai,1984-02-26 00:00:00,185.42,185
41156,Esteban Granero,1987-07-02 00:00:00,180.34,165
33731,Esteban,1975-06-27 00:00:00,177.8,154
6911,Fabian Canobbio,1980-03-10 00:00:00,177.8,165
49836,Fabian Orellana,1986-01-27 00:00:00,170.18,154
40710,Fernando Cavenaghi,1983-09-21 00:00:00,177.8,179
33773,Ferran Corominas,1983-01-05 00:00:00,175.26,154
41167,Filipe Luis,1985-08-09 00:00:00,182.88,170
181203,Flavio Nunes Ferreira,1991-10-19 00:00:00,180.34,165
282713,Fran Rico,1987-08-03 00:00:00,177.8,159
37471,Francisco Javier Casquero,1976-03-11 00:00:00,180.34,168
37425,Francisco Maldonado,1981-06-02 00:00:00,177.8,161
193226,Francisco Portillo,1990-06-13 00:00:00,170.18,139
30891,Gabriel Milito,1980-09-07 00:00:00,177.8,172
177503,Gabriel Paulista,1990-11-22 00:00:00,187.96,159
49970,Gary Medel,1987-08-03 00:00:00,170.18,168
106600,Gaston Sangoy,1984-10-05 00:00:00,177.8,172
246438,Gerard Moreno,1992-04-07 00:00:00,177.8,165
213922,Gonzalo Castellani,1987-08-10 00:00:00,177.8,168
75196,Gregory Beranger,1981-08-30 00:00:00,172.72,163
33753,Gustavo Adolfo Munua,1978-01-27 00:00:00,187.96,192
75350,Hector Sanchez,1985-03-31 00:00:00,175.26,165
177496,Henrique Almeida,1991-05-27 00:00:00,177.8,170
88986,Hernan Perez,1989-02-25 00:00:00,180.34,170
317567,Hugo Fraile Martinez,1987-03-01 00:00:00,175.26,161
183462,Hugo Mallo,1991-06-22 00:00:00,172.72,152
161015,Iago Falque,1990-01-04 00:00:00,175.26,152
2770,Ignacio Gonzalez,1982-05-14 00:00:00,180.34,161
604105,Inaki Williams,1994-06-15 00:00:00,185.42,170
97234,Ivan Bolado,1989-07-03 00:00:00,180.34,165
150968,Ivan Obradovic,1988-07-25 00:00:00,180.34,174
33856,Ivan Ramis,1984-10-25 00:00:00,187.96,181
37657,Izidoro Gomez,1986-08-01 00:00:00,180.34,157
101982,Javi Flores,1986-02-09 00:00:00,170.18,150
41467,Javi Garcia,1987-02-08 00:00:00,185.42,176
186122,Javi Lopez,1988-04-20 00:00:00,177.8,150
241747,Javier Fernandez Annunziata,1987-08-31 00:00:00,177.8,146
2796,Javier Jimenez,1987-06-08 00:00:00,182.88,170
33775,Javier Paredes,1982-07-05 00:00:00,175.26,170
281085,Jese Rodriguez,1993-02-26 00:00:00,177.8,161
33843,Jesus Gamez,1985-04-10 00:00:00,182.88,170
33582,Jiri Jarosik,1977-10-27 00:00:00,195.58,196
167376,Joao Victor,1988-11-07 00:00:00,182.88,181
150739,Jordi Alba,1989-03-21 00:00:00,170.18,150
38427,Jordi Codina,1982-04-27 00:00:00,187.96,179
287353,Jorge Orti,1993-04-28 00:00:00,180.34,157
213502,Jose Campana,1993-05-31 00:00:00,177.8,163
391058,Jose Gaya,1995-05-25 00:00:00,172.72,141
33874,Jose Josetxo,1977-02-25 00:00:00,185.42,174
33732,Jose Manuel Pinto,1975-11-08 00:00:00,185.42,181
33884,Jose Moraton,1979-07-14 00:00:00,185.42,172
38575,Jose Movilla,1975-02-08 00:00:00,170.18,157
51545,Jose Salomon Rondon,1989-09-16 00:00:00,187.96,187
97257,Joseba Del Olmo,1981-06-20 00:00:00,172.72,143
215927,Juan Carlos,1990-03-30 00:00:00,177.8,159
97226,Juan Quero,1984-10-17 00:00:00,157.48,117
190452,Juan Rafael Fuentes,1990-01-05 00:00:00,177.8,154
37666,Juande,1986-06-12 00:00:00,182.88,165
103905,Juanfran,1988-09-11 00:00:00,177.8,159
30750,Juanito,1976-07-23 00:00:00,182.88,170
41255,Juanlu,1980-05-08 00:00:00,172.72,154
143841,Juanmi Callejon,1987-02-11 00:00:00,177.8,154
33758,Julian de Guzman,1981-03-25 00:00:00,170.18,150
213498,Julian Luque,1992-03-27 00:00:00,175.26,146
30990,Justo Villar,1977-06-30 00:00:00,180.34,187
30897,Kanga Akale,1981-03-07 00:00:00,177.8,152
184629,Khouma Babacar,1993-03-17 00:00:00,185.42,168
108809,Kike Sola,1986-02-25 00:00:00,182.88,176
46295,Lautaro Acosta,1988-03-14 00:00:00,170.18,148
30981,Lionel Messi,1987-06-24 00:00:00,170.18,159
40675,Lluis Sastre,1986-03-26 00:00:00,175.26,157
38151,Lolo,1984-08-22 00:00:00,182.88,159
27671,Luca Cigarini,1986-06-20 00:00:00,175.26,159
346004,Lucas Silva,1993-02-16 00:00:00,182.88,176
33867,Ludovic Delporte,1980-02-06 00:00:00,177.8,163
34106,Luis Fabiano,1980-11-08 00:00:00,185.42,187
293074,Luis Martins,1992-06-10 00:00:00,177.8,148
195305,Marc Bartra,1991-01-15 00:00:00,182.88,163
498033,Marco Asensio,1996-01-21 00:00:00,177.8,154
446266,Mario Pasalic,1995-02-09 00:00:00,185.42,172
27668,Matteo Contini,1980-04-16 00:00:00,182.88,183
27678,Maurizio Lanzaro,1982-03-14 00:00:00,182.88,176
34304,Maxwell,1981-08-27 00:00:00,175.26,161
75616,Mikel Arruabarrena,1983-02-09 00:00:00,187.96,176
678234,Mikel Oiarzabal,1997-04-21 00:00:00,177.8,170
262592,Moi Gomez,1994-06-23 00:00:00,175.26,143
37510,Momo,1982-07-15 00:00:00,180.34,154
43310,Nabil Baha,1981-08-12 00:00:00,180.34,174
406257,Nacho Martinez,1989-03-07 00:00:00,175.26,152
38507,Nano,1982-04-20 00:00:00,185.42,176
42310,Nasief Morris,1981-04-16 00:00:00,175.26,163
40775,Natxo Insa,1986-06-09 00:00:00,177.8,154
39711,Nery Castillo,1984-06-13 00:00:00,170.18,134
38385,Nicolas Pareja,1984-01-19 00:00:00,180.34,163
38567,Nikola Zigic,1980-09-25 00:00:00,203.2,212
70949,Nikos Karabelas,1984-12-20 00:00:00,180.34,154
46120,Nordin Amrabat,1987-03-31 00:00:00,177.8,170
31010,Omar Bravo,1980-03-04 00:00:00,175.26,170
13033,Orestis Karnezis,1985-07-11 00:00:00,190.5,174
30992,Oscar Ustari,1986-07-03 00:00:00,182.88,181
188531,Osmar Barba,1988-06-05 00:00:00,193.04,183
410656,Pablo Insua,1993-09-09 00:00:00,187.96,174
46384,Pablo Piatti,1989-03-31 00:00:00,162.56,139
33896,Pablo Pinillos,1974-07-09 00:00:00,175.26,157
150491,Pablo,1988-08-03 00:00:00,175.26,141
33609,Paco Pena,1978-07-25 00:00:00,170.18,141
36400,Patrick Mtiliga,1981-01-28 00:00:00,170.18,159
33870,Patxi Martinez Punal,1975-09-06 00:00:00,177.8,161
532942,Pau Sabata,1994-12-13 00:00:00,187.96,159
184536,Philippe Coutinho,1992-06-12 00:00:00,170.18,150
184623,Rafa Garcia,1986-01-14 00:00:00,187.96,185
362855,Ramon Azeez,1992-12-12 00:00:00,170.18,148
33898,Raul Bravo,1981-04-14 00:00:00,175.26,159
30914,Ricardo Costa,1981-05-16 00:00:00,182.88,176
198583,Richmond Boakye,1993-01-28 00:00:00,180.34,170
489245,Robert Ibanez,1993-03-22 00:00:00,170.18,148
26519,Said Boutahar,1982-08-12 00:00:00,172.72,150
42346,Sami Khedira,1987-04-04 00:00:00,187.96,198
562062,Samuel Castillejo,1995-01-18 00:00:00,177.8,134
428947,Santi Mina,1995-12-07 00:00:00,177.8,157
188540,Santiago Vergini,1988-08-03 00:00:00,190.5,183
282472,Sergi Darder,1993-12-22 00:00:00,180.34,154
190669,Sergio Ezequiel Araujo,1992-01-28 00:00:00,180.34,163
213483,Sergio Marcos,1992-02-03 00:00:00,177.8,161
37443,Sergio Rodri,1984-08-17 00:00:00,185.42,179
150081,Silvio,1987-09-28 00:00:00,177.8,159
38805,Stephan Andersen,1981-11-26 00:00:00,187.96,181
109621,Steven Nzonzi,1988-12-15 00:00:00,190.5,165
170323,Thibaut Courtois,1992-05-11 00:00:00,198.12,194
30626,Thierry Henry,1977-08-17 00:00:00,187.96,183
41268,Toche,1983-01-01 00:00:00,185.42,172
37202,Tom de Mul,1986-03-04 00:00:00,172.72,143
193978,Tomas Pina,1987-10-14 00:00:00,185.42,172
47421,Unai Alba,1978-02-19 00:00:00,190.5,185
75615,Vicente Moreno,1974-10-26 00:00:00,187.96,179
513086,Victor Camarasa,1994-05-28 00:00:00,182.88,168
107930,Victor Sanchez Mata,1987-09-08 00:00:00,175.26,159
213805,Vitolo,1989-11-02 00:00:00,182.88,174
163199,Vladimir Weiss,1989-11-30 00:00:00,172.72,157
33973,Xabier Prieto,1983-08-29 00:00:00,185.42,168
354467,Yannick Ferreira-Carrasco,1993-09-04 00:00:00,180.34,146
148827,Abdoulwahid Sissoko,1990-03-20 00:00:00,182.88,165
37422,Abella Perez Damia,1982-04-15 00:00:00,187.96,174
77741,Adil Rami,1985-12-27 00:00:00,190.5,194
45744,Adrian Lopez,1988-01-08 00:00:00,182.88,161
185301,Aitor Nunez,1987-10-02 00:00:00,177.8,154
33759,Aldo Pedro Duscher,1979-03-22 00:00:00,175.26,159
187150,Alejandro Martinuccio,1987-12-16 00:00:00,177.8,161
282470,Alejandro Pozuelo,1991-09-20 00:00:00,170.18,139
205034,Alex Lopez,1988-01-11 00:00:00,172.72,141
265727,Alexandre Coeff,1992-02-20 00:00:00,185.42,159
213809,Allan Nyom,1988-05-10 00:00:00,187.96,179
37442,Alvaro Arbeloa,1983-01-17 00:00:00,182.88,174
201916,Alvaro Arroyo,1988-07-22 00:00:00,180.34,168
183327,Alvaro Gimenez,1991-05-19 00:00:00,182.88,165
213501,Alvaro Morata,1992-10-23 00:00:00,187.96,187
75310,Alvaro Negredo,1985-08-20 00:00:00,185.42,190
47193,Angel Cervara,1986-01-31 00:00:00,175.26,163
33762,Angel Javier Arizmendi,1984-03-03 00:00:00,187.96,168
33733,Angel Lopez,1981-03-10 00:00:00,180.34,157
202553,Antonio Luna,1991-03-17 00:00:00,177.8,150
474671,Bobley Anderson,1992-03-03 00:00:00,185.42,176
38431,Borja Fernandez,1981-01-14 00:00:00,185.42,161
635772,Borja Mayoral,1997-04-05 00:00:00,180.34,148
33747,Borja Oubina,1982-05-17 00:00:00,177.8,165
102623,Borja Viguera,1987-03-26 00:00:00,182.88,176
193937,Bruno Zuculini,1993-04-02 00:00:00,182.88,163
452243,Burgui,1993-10-29 00:00:00,182.88,157
37548,Carlos Martins,1982-04-29 00:00:00,172.72,159
74302,Carlos Pena,1983-07-28 00:00:00,180.34,168
183440,Carlos Tomas,1988-05-18 00:00:00,182.88,183
75342,Carlos Vela,1989-03-01 00:00:00,177.8,165
38004,Carmelo Gonzalez,1983-07-09 00:00:00,180.34,154
201939,Cedric Bakambu,1991-04-11 00:00:00,182.88,161
18853,Claudio Morel,1978-02-02 00:00:00,175.26,163
31498,Cleber Santana,1981-06-27 00:00:00,187.96,176
500791,Cristian Herrera,1991-03-01 00:00:00,187.96,187
169753,Cristobal,1984-04-21 00:00:00,180.34,176
295212,Dani Sotres,1993-05-21 00:00:00,182.88,172
40600,Daniel Kome,1980-05-19 00:00:00,175.26,161
30977,Dariusz Dudka,1983-12-09 00:00:00,182.88,185
18904,David Abraham,1986-07-15 00:00:00,187.96,183
192923,David Anon,1989-04-03 00:00:00,172.72,161
182917,David De Gea,1990-11-07 00:00:00,193.04,181
30276,David Navarro,1980-05-25 00:00:00,187.96,181
243163,David Timor Copovi,1989-10-17 00:00:00,185.42,170
359197,Denis Cheryshev,1990-12-26 00:00:00,177.8,163
70891,Diego Daniel Colotto,1981-03-10 00:00:00,182.88,179
420568,Diego Llorente,1993-08-16 00:00:00,185.42,163
213504,Diego Marino,1990-05-09 00:00:00,185.42,165
261609,Dimitri Foulquier,1993-03-23 00:00:00,182.88,172
477493,Edgar Antonio Mendez,1991-04-30 00:00:00,187.96,165
128360,Edimar Fraga,1986-05-21 00:00:00,180.34,154
111885,Efrain Juarez,1988-02-22 00:00:00,180.34,168
79742,Egor Filipenko,1988-04-10 00:00:00,193.04,185
33861,Enrique Corrales,1982-03-01 00:00:00,175.26,152
34000,Enzo Maresca,1980-02-10 00:00:00,180.34,170
40148,Enzo Perez,1986-02-22 00:00:00,177.8,157
27420,Eugen Polanski,1986-03-17 00:00:00,182.88,172
279173,Faycal Fajr,1988-08-01 00:00:00,177.8,159
68411,Fernando Marquez,1987-12-10 00:00:00,182.88,190
33668,"Francisco Munoz Xisco,18",1980-08-05 00:00:00,175.26,152
49672,Giancarlo Maldonado,1982-06-29 00:00:00,172.72,154
38699,Giuseppe Rossi,1987-02-01 00:00:00,172.72,159
434404,Gonzalo Escalante,1993-03-27 00:00:00,182.88,165
31047,Guillermo Ochoa,1985-07-13 00:00:00,185.42,172
170775,Haris Seferovic,1992-02-22 00:00:00,185.42,187
37507,Hector Font,1984-06-15 00:00:00,170.18,148
41725,Heinz Barmettler,1987-07-21 00:00:00,182.88,168
194036,Henri Bienvenu Ntsama,1988-07-05 00:00:00,180.34,165
37434,Iago Bouzon,1983-06-16 00:00:00,182.88,163
38044,Ikechukwu Uche,1984-01-05 00:00:00,177.8,157
